Title and Day Published,Title,Publish Date,Publish Time (EST),Days Since Published,Views,Views per Day,Likes,Like to View Ratio,Comments,Comment to View Ratio,Duration in Seconds,Duration in Minutes
"I Put 1,000,000,000 Christmas Lights On A House (World Record) - (2020-12-23)","I Put 1,000,000,000 Christmas Lights On A House (World Record)",2020-12-23,2020-12-23 16:00:06,755,79436127,105213.4,2562538,0.03225910044682818,110132,0.0013864220746814607,682,11.367
I Opened A Restaurant That Pays You To Eat At It - (2020-12-19),I Opened A Restaurant That Pays You To Eat At It,2020-12-19,2020-12-19 17:00:03,759,136526904,179877.3,4404187,0.03225874806331212,741021,0.005427655489792693,639,10.65
"I Gave People $1,000,000 But ONLY 1 Minute To Spend It! - (2020-12-15)","I Gave People $1,000,000 But ONLY 1 Minute To Spend It!",2020-12-15,2020-12-15 16:00:11,763,136199435,178505.2,5492077,0.04032378695256702,180384,0.0013244107804118276,858,14.3
"Steal This $100,000 Diamond, You Keep It - (2020-11-28)","Steal This $100,000 Diamond, You Keep It",2020-11-28,2020-11-28 16:00:04,780,146481945,187797.4,3100915,0.02116926423935728,95702,0.0006533364914017219,843,14.05
"Press This Button To Win $100,000! - (2020-11-14)","Press This Button To Win $100,000!",2020-11-14,2020-11-14 16:00:02,794,218075927,274654.8,3643835,0.01670901988186894,90817,0.0004164466993186277,911,15.183
I Survived 24 Hours Straight In Ice - (2020-10-29),I Survived 24 Hours Straight In Ice,2020-10-29,2020-10-29 15:17:44,810,118019481,145703.1,3443518,0.029177538918341794,193212,0.001637119553169362,694,11.567
I Uber’d People And Let Them Keep The Car - (2020-10-24),I Uber’d People And Let Them Keep The Car,2020-10-24,2020-10-24 15:00:01,815,91895226,112754.9,3257975,0.03545314747906491,84959,0.0009245202792145046,851,14.183
"$300,000 Influencer Trivia Tournament! - (2020-10-17)","$300,000 Influencer Trivia Tournament!",2020-10-17,2020-10-17 19:19:57,822,57673131,70162.0,2152193,0.037317082715693034,118238,0.0020501401250436705,1445,24.083
I Filled My Brother’s House With Slime & Bought Him A New One - (2020-10-10),I Filled My Brother’s House With Slime & Bought Him A New One,2020-10-10,2020-10-10 15:00:31,829,138828136,167464.6,3299455,0.023766471949173185,118993,0.0008571245240950292,566,9.433
Hi Me In 5 Years - (2020-10-04),Hi Me In 5 Years,2020-10-04,2020-10-04 15:00:54,835,83879206,100454.1,5292898,0.06310143183758797,221025,0.0026350392491793495,128,2.133
"Would You Rather Have A Giant Diamond or $100,000? - (2020-09-26)","Would You Rather Have A Giant Diamond or $100,000?",2020-09-26,2020-09-26 15:40:02,843,110308041,130851.8,2373023,0.021512692805413885,73413,0.0006655271849130201,805,13.417
"I Gave My 40,000,000th Subscriber 40 Cars - (2020-09-19)","I Gave My 40,000,000th Subscriber 40 Cars",2020-09-19,2020-09-19 15:00:02,850,115739458,136164.1,3634764,0.031404709014621446,183192,0.0015827964219428088,1031,17.183
Why I Haven’t Been Uploading - (2020-09-17),Why I Haven’t Been Uploading,2020-09-17,2020-09-17 15:00:05,852,44359415,52065.0,2491890,0.05617499689750192,98364,0.0022174323083386017,382,6.367
"Get This Random Person 1,000,000 Subscribers - (2020-09-05)","Get This Random Person 1,000,000 Subscribers",2020-09-05,2020-09-05 15:00:17,864,60926450,70516.7,2252982,0.036978717781850086,123936,0.0020341904049883098,845,14.083
Would YOU Rather Have A Lamborghini or This House? - (2020-08-22),Would YOU Rather Have A Lamborghini or This House?,2020-08-22,2020-08-22 15:00:01,878,162899832,185535.1,3435919,0.02109221941984569,154102,0.0009459923813794971,1102,18.367
"Last To Leave $800,000 Island Keeps It - (2020-08-15)","Last To Leave $800,000 Island Keeps It",2020-08-15,2020-08-15 15:00:02,885,179724312,203078.3,4559936,0.02537183728376159,228665,0.0012723097807713405,1337,22.283
I Bought A Private Island - (2020-08-13),I Bought A Private Island,2020-08-13,2020-08-13 15:00:07,887,107066536,120706.4,3322357,0.031030769502059914,130476,0.0012186440775481893,697,11.617
"I Spent $1,000,000 On Lottery Tickets and WON - (2020-08-08)","I Spent $1,000,000 On Lottery Tickets and WON",2020-08-08,2020-08-08 15:00:02,892,94405392,105835.6,2834667,0.030026537043562087,86504,0.0009163035941845356,910,15.167
I Ate The World’s Largest Slice Of Pizza - (2020-08-01),I Ate The World’s Largest Slice Of Pizza,2020-08-01,2020-08-01 15:00:02,899,159837394,177794.7,3443458,0.021543506896765346,132629,0.0008297745394923043,483,8.05
I Adopted EVERY Dog In A Dog Shelter - (2020-07-23),I Adopted EVERY Dog In A Dog Shelter,2020-07-23,2020-07-23 15:00:11,908,156947178,172849.3,4148965,0.026435422750958924,206523,0.001315875841998255,964,16.067
"I Bought The World's Largest Firework ($600,000) - (2020-07-03)","I Bought The World's Largest Firework ($600,000)",2020-07-03,2020-07-03 16:00:20,928,164231348,176973.4,4639658,0.028250745405804013,181093,0.0011026701187400593,669,11.15
I Broke Into A House - (2020-06-25),I Broke Into A House,2020-06-25,2020-06-25 15:00:00,936,104987725,112166.4,2879078,0.027422996355050078,191409,0.001823155992760106,897,14.95
"Would You Rather Have $100,000 OR This Mystery Key? - (2020-06-13)","Would You Rather Have $100,000 OR This Mystery Key?",2020-06-13,2020-06-13 15:00:01,948,154256457,162717.8,3227493,0.02092290373296983,119817,0.0007767389601071934,1101,18.35
I Built The World's Largest Lego Tower - (2020-06-06),I Built The World's Largest Lego Tower,2020-06-06,2020-06-06 15:00:01,955,116500407,121990.0,2811497,0.0241329371493097,75633,0.0006492080323805221,836,13.933
I Spent 50 Hours In Solitary Confinement - (2020-05-30),I Spent 50 Hours In Solitary Confinement,2020-05-30,2020-05-30 15:10:08,962,229837284,238916.1,4052382,0.01763152578847912,114023,0.0004961031474771517,952,15.867
If You Click This Video I'll Give My Friend .001$ - (2020-05-23),If You Click This Video I'll Give My Friend .001$,2020-05-23,2020-05-23 16:01:02,969,163386110,168613.1,6137442,0.037564037726340385,161983,0.0009914123054891263,1041,17.35
"I Gave $200,000 To People Who Lost Their Jobs (Corona Virus) - (2020-05-07)","I Gave $200,000 To People Who Lost Their Jobs (Corona Virus)",2020-05-07,2020-05-07 14:59:59,985,40594821,41213.0,1374648,0.03386264469548961,66818,0.0016459735097735743,919,15.317
Videos I Could Not Upload... - (2020-04-30),Videos I Could Not Upload...,2020-04-30,2020-04-30 15:00:08,992,105049287,105896.5,3226017,0.03070955636281472,65596,0.000624430701752407,812,13.533
"$250,000 Influencer Rock, Paper, Scissors Tournament - (2020-04-25)","$250,000 Influencer Rock, Paper, Scissors Tournament",2020-04-25,2020-04-25 20:36:25,997,45891423,46029.5,1619881,0.03529812095824529,56605,0.0012334548876377182,1680,28.0
I Spent 24 Hours In A Doomsday Bunker - (2020-04-11),I Spent 24 Hours In A Doomsday Bunker,2020-04-11,2020-04-11 15:00:00,1011,141061254,139526.5,2643204,0.018737987399431454,80552,0.0005710427046111471,719,11.983
"Giving $1,000,000 Of Food To People In Need - (2020-03-27)","Giving $1,000,000 Of Food To People In Need",2020-03-27,2020-03-27 15:00:05,1026,41506811,40455.0,1674793,0.04034983559686144,67608,0.0016288411075473855,749,12.483
I Ran A Marathon In The World's Largest Shoes - (2020-03-21),I Ran A Marathon In The World's Largest Shoes,2020-03-21,2020-03-21 15:00:02,1032,103723746,100507.5,2762077,0.02662916744252565,64467,0.0006215259522154165,829,13.817
"$70,000 Extreme Hide And Seek - Challenge - (2020-03-13)","$70,000 Extreme Hide And Seek - Challenge",2020-03-13,2020-03-13 15:00:04,1040,101339412,97441.7,2231469,0.02201975476234261,68475,0.000675699598493822,1121,18.683
Anything You Can Fit In The Circle I’ll Pay For - (2020-03-07),Anything You Can Fit In The Circle I’ll Pay For,2020-03-07,2020-03-07 16:00:00,1046,199306158,190541.3,4400031,0.022076743860568522,113619,0.0005700727019182217,1200,20.0
"I Ate A $70,000 Golden Pizza - (2020-02-29)","I Ate A $70,000 Golden Pizza",2020-02-29,2020-02-29 16:00:22,1053,181716873,172570.6,3619365,0.01991760555994159,111096,0.0006113686536967869,790,13.167
"Lamborghini Race, Winner Keeps Lamborghini - (2020-02-08)","Lamborghini Race, Winner Keeps Lamborghini",2020-02-08,2020-02-08 16:00:02,1074,100478550,93555.4,2297446,0.022865039354170617,56257,0.0005598906433263616,923,15.383
I Gave My Credit Card To Random People - (2020-02-01),I Gave My Credit Card To Random People,2020-02-01,2020-02-01 16:00:01,1081,136135574,125934.9,3442544,0.02528761512402335,97991,0.000719804508996304,1008,16.8
I Went Back To Boy Scouts For A Day - (2020-01-25),I Went Back To Boy Scouts For A Day,2020-01-25,2020-01-25 16:00:01,1088,95371394,87657.5,1959485,0.020545835788035142,46399,0.0004865085646121519,818,13.633
"$60,000 Extreme Hide And Seek - Challenge - (2020-01-17)","$60,000 Extreme Hide And Seek - Challenge",2020-01-17,2020-01-17 16:00:01,1096,116697596,106475.9,2346243,0.020105324191939652,50404,0.0004319197800784174,1079,17.983
"How I Gained 15,000,000 Subscribers In 1 Year - (2020-01-03)","How I Gained 15,000,000 Subscribers In 1 Year",2020-01-03,2020-01-03 16:10:01,1110,18033297,16246.2,884149,0.049028693976481394,42142,0.00233689934791181,394,6.567
Important Youtube Announcement (please watch) - (2019-12-28),Important Youtube Announcement (please watch),2019-12-28,2019-12-28 16:00:06,1116,34442129,30862.1,2429582,0.07054099356053165,133147,0.0038658179347740088,155,2.583
"Giving 10,000 Presents To Kids For Christmas - (2019-12-23)","Giving 10,000 Presents To Kids For Christmas",2019-12-23,2019-12-23 16:00:04,1121,57574360,51359.8,2764139,0.04800989537703936,175572,0.003049482443226464,828,13.8
"Spending $1,000,000 In 24 Hours - (2019-12-21)","Spending $1,000,000 In 24 Hours",2019-12-21,2019-12-21 16:00:01,1123,136919277,121922.8,3810513,0.027830361680919482,125731,0.0009182855968484263,911,15.183
"Last To Take Hand Off $1,000,000 Keeps It - (2019-12-19)","Last To Take Hand Off $1,000,000 Keeps It",2019-12-19,2019-12-19 16:00:12,1125,108192222,96170.9,2996238,0.027693654355301068,301808,0.0027895535780751413,925,15.417
"Last To Stop Riding Bike Wins $1,000,000 (Part 4) - (2019-12-14)","Last To Stop Riding Bike Wins $1,000,000 (Part 4)",2019-12-14,2019-12-14 15:59:57,1130,52236665,46227.1,1295922,0.02480866647976091,94068,0.0018008040903836414,705,11.75
"Last To Leave Toilet Wins $1,000,000 (Part 3) - (2019-12-07)","Last To Leave Toilet Wins $1,000,000 (Part 3)",2019-12-07,2019-12-07 16:11:07,1137,72174790,63478.3,1610424,0.02231283250010149,49516,0.0006860567242384771,946,15.767
I Ordered Pizza And Tipped The House - (2019-12-05),I Ordered Pizza And Tipped The House,2019-12-05,2019-12-05 16:00:02,1139,107191986,94110.6,3686843,0.03439476342942279,105467,0.0009839075096528206,782,13.033
"Last to Stop Swinging Wins $1,000,000 (Part 2) - (2019-11-30)","Last to Stop Swinging Wins $1,000,000 (Part 2)",2019-11-30,2019-11-30 16:00:03,1144,90027885,78695.7,1888595,0.020977889239539506,82167,0.0009126838867757473,783,13.05
"$50,000 Game Of Extreme Hide And Seek - Challenge - (2019-11-28)","$50,000 Game Of Extreme Hide And Seek - Challenge",2019-11-28,2019-11-28 16:00:01,1146,118263401,103196.7,2583214,0.021842886118250564,51164,0.00043262750409148133,903,15.05
I Opened A FREE BANK - (2019-11-23),I Opened A FREE BANK,2019-11-23,2019-11-23 16:00:17,1151,88927066,77260.7,2472153,0.027799781452364572,94432,0.0010619039202305403,652,10.867
"Going Around A Ferris Wheel 1,000 Times Straight - (2019-11-16)","Going Around A Ferris Wheel 1,000 Times Straight",2019-11-16,2019-11-16 16:00:47,1158,82584615,71316.6,2044664,0.02475841293199708,49383,0.0005979685199234749,776,12.933
"Last To Fall Wins $1,000,000 (Part 1) - (2019-11-14)","Last To Fall Wins $1,000,000 (Part 1)",2019-11-14,2019-11-14 16:00:31,1160,120611964,103975.8,2631763,0.0218200824588181,55184,0.0004575333836699649,1017,16.95
Surviving 24 Hours Straight In The Bermuda Triangle - (2019-11-09),Surviving 24 Hours Straight In The Bermuda Triangle,2019-11-09,2019-11-09 16:00:55,1165,160867313,138083.5,3328529,0.020691145627576932,96563,0.0006002648903571852,701,11.683
"I Spent $100,000 On Lottery Tickets And Won! - (2019-10-31)","I Spent $100,000 On Lottery Tickets And Won!",2019-10-31,2019-10-31 15:00:02,1174,46417819,39538.2,1236063,0.026629062429667366,30945,0.0006666620850927959,910,15.167
"Planting 20,000,000 Trees, My Biggest Project Ever! - (2019-10-25)","Planting 20,000,000 Trees, My Biggest Project Ever!",2019-10-25,2019-10-25 14:01:01,1180,82571006,69975.4,4104173,0.04970477167251662,166673,0.00201854147205134,443,7.383
"Last To Take Hand Off Boat, Keeps It - (2019-10-19)","Last To Take Hand Off Boat, Keeps It",2019-10-19,2019-10-19 15:06:01,1186,98805576,83309.9,1828336,0.018504380764907437,58713,0.0005942275970335925,1008,16.8
"I Searched 100 Dumpsters, Here's What I Found - (2019-10-12)","I Searched 100 Dumpsters, Here's What I Found",2019-10-12,2019-10-12 15:10:01,1193,129991684,108962.0,2257966,0.017370080381449632,56067,0.00043131220609466064,1029,17.15
"Going Through The Same Drive Thru 1,000 Times - (2019-10-05)","Going Through The Same Drive Thru 1,000 Times",2019-10-05,2019-10-05 15:00:08,1200,188463979,157053.3,4038394,0.021427935573831856,130185,0.0006907686057079374,938,15.633
"Donating $100,000 To Random Streamers - (2019-09-28)","Donating $100,000 To Random Streamers",2019-09-28,2019-09-28 15:29:58,1207,51305188,42506.4,1627430,0.03172057375562097,44033,0.0008582562839453975,963,16.05
Surviving 24 Hours Straight In A Rain Forest - (2019-09-21),Surviving 24 Hours Straight In A Rain Forest,2019-09-21,2019-09-21 16:00:00,1214,97285156,80136.0,2096592,0.021550995919665278,72361,0.000743803093660044,789,13.15
"Last To Leave Ramen Noodle Pool Wins $20,000 - (2019-09-13)","Last To Leave Ramen Noodle Pool Wins $20,000",2019-09-13,2019-09-13 15:00:05,1222,59051669,48323.8,1349190,0.022847618413630272,44534,0.0007541531129289504,872,14.533
"Anything You Can Carry, I'll Pay For #2 - (2019-09-06)","Anything You Can Carry, I'll Pay For #2",2019-09-06,2019-09-06 15:00:00,1229,59275156,48230.4,1395229,0.023538175082997673,33548,0.0005659706741218867,839,13.983
"I Gave My Brother 24 Hours To Spend $100,000 - (2019-08-31)","I Gave My Brother 24 Hours To Spend $100,000",2019-08-31,2019-08-31 15:00:01,1235,69664184,56408.2,2047950,0.029397459101796124,56811,0.0008154979609034105,788,13.133
I Opened A Free Car Dealership - (2019-08-29),I Opened A Free Car Dealership,2019-08-29,2019-08-29 15:00:00,1237,109628046,88624.1,3108856,0.028358217750227892,139230,0.0012700217241854333,999,16.65
"Last To Leave Pool Of $20,000 Keeps It - (2019-08-24)","Last To Leave Pool Of $20,000 Keeps It",2019-08-24,2019-08-24 15:00:01,1242,136619518,109999.6,2796311,0.020467873411762438,82644,0.0006049208869262736,999,16.65
Surviving 24 Hours On A Deserted Island - (2019-08-22),Surviving 24 Hours On A Deserted Island,2019-08-22,2019-08-22 15:00:07,1244,140519477,112957.8,2855096,0.020318151340685677,77414,0.0005509129528001303,832,13.867
"Last To Leave Roller Coaster Wins $20,000 - Challenge - (2019-08-17)","Last To Leave Roller Coaster Wins $20,000 - Challenge",2019-08-17,2019-08-17 15:00:00,1249,113912546,91203.0,2529191,0.02220291871976946,67002,0.0005881880649037552,917,15.283
I Won Every Prize At A Theme Park - (2019-08-15),I Won Every Prize At A Theme Park,2019-08-15,2019-08-15 14:59:59,1251,130370875,104213.3,2577091,0.01976738286062742,68256,0.0005235525189195823,802,13.367
Destroying My Friend's Car And Surprising Him With A New One - (2019-08-10),Destroying My Friend's Car And Surprising Him With A New One,2019-08-10,2019-08-10 15:00:00,1256,89324536,71118.3,2450564,0.02743438824020312,62167,0.0006959677909773862,893,14.883
I Spent 24 Hours Straight At Area 51 - (2019-08-02),I Spent 24 Hours Straight At Area 51,2019-08-02,2019-08-02 16:00:01,1264,115207953,91145.5,2984821,0.02590811590932442,95846,0.0008319390936492032,923,15.383
"Can 50,000 Magnets Catch A Cannon Ball? - (2019-07-20)","Can 50,000 Magnets Catch A Cannon Ball?",2019-07-20,2019-07-20 15:00:02,1277,74518020,58354.0,1634254,0.021930990651657142,44627,0.0005988752787580776,569,9.483
World's Largest Game Of Dodgeball - (2019-07-12),World's Largest Game Of Dodgeball,2019-07-12,2019-07-12 15:05:00,1285,64948338,50543.5,1427597,0.0219805008713233,58059,0.0008939258769023466,677,11.283
"Last To Leave Revolving Door Wins $50,000 - (2019-07-02)","Last To Leave Revolving Door Wins $50,000",2019-07-02,2019-07-02 15:00:01,1295,124782205,96356.9,3089333,0.024757801002154113,180117,0.0014434510113040557,824,13.733
Tipping Waitresses With Real Gold Bars - (2019-06-21),Tipping Waitresses With Real Gold Bars,2019-06-21,2019-06-21 15:00:01,1306,61515979,47102.6,1614753,0.026249326211649823,86366,0.0014039604246564945,812,13.533
I Opened The World's First FREE Store - (2019-06-15),I Opened The World's First FREE Store,2019-06-15,2019-06-15 15:00:00,1312,71501549,54498.1,2044901,0.028599394399133928,77421,0.0010827877309343326,891,14.85
Spending 24 Hours On Top Of A Mountain - (2019-06-13),Spending 24 Hours On Top Of A Mountain,2019-06-13,2019-06-13 15:00:01,1314,139622277,106257.4,2941364,0.021066580943956387,112356,0.0008047139927391386,924,15.4
"Last To Leave VR Wins $20,000 - (2019-06-08)","Last To Leave VR Wins $20,000",2019-06-08,2019-06-08 15:00:01,1319,111582379,84596.2,2570278,0.02303480193767871,94112,0.0008434306639043787,858,14.3
"Last To Stop Running Wins $20,000 - (2019-06-06)","Last To Stop Running Wins $20,000",2019-06-06,2019-06-06 15:00:00,1321,94406404,71465.9,2020626,0.02140348445005913,67250,0.0007123457429858254,898,14.967
