Title and Day Published,Title,Publish Date,Publish Time (EST),Days Since Published,Views,Views per Day,Likes,Like to View Ratio,Comments,Comment to View Ratio,Duration in Seconds,Duration in Minutes
How Video Games Boosted My SAT Score. Lol - (2014-03-26),How Video Games Boosted My SAT Score. Lol,2014-03-26,2014-03-26 18:59:45,3226,35582,11.0,1080,0.030352425383620932,197,0.005536507222753078,177,2.95
How Much Money Do I Make????? - (2014-03-15),How Much Money Do I Make?????,2014-03-15,2014-03-15 20:24:25,3237,105246,32.5,3621,0.034405108032609315,580,0.005510898276419056,250,4.167
Update - (2014-03-12),Update,2014-03-12,2014-03-12 19:19:29,3240,34562,10.7,1140,0.03298420230310746,295,0.00853538568369886,261,4.35
Subscribers. - (2014-03-07),Subscribers.,2014-03-07,2014-03-07 22:52:13,3245,63389,19.5,2169,0.03421729322122135,995,0.015696729716512328,180,3.0
How Much Money Does KyR's Speedy's Crew Make????? - (2014-03-02),How Much Money Does KyR's Speedy's Crew Make?????,2014-03-02,2014-03-02 13:14:47,3250,69815,21.5,1445,0.020697557831411587,282,0.0040392465802477975,174,2.9
How Many Youtubers Are Millionaries????? - (2014-02-26),How Many Youtubers Are Millionaries?????,2014-02-26,2014-02-26 18:52:57,3254,258475,79.4,5599,0.02166166940709933,1321,0.005110745720088983,233,3.883
"Flappy Bird - Builders Showdown, Which is Better? - (2014-02-23)","Flappy Bird - Builders Showdown, Which is Better?",2014-02-23,2014-02-23 17:29:21,3257,68208,20.9,2016,0.029556650246305417,384,0.005629838142153413,85,1.417
New COD Zombies In 2014????? - (2014-02-23),New COD Zombies In 2014?????,2014-02-23,2014-02-23 16:40:04,3257,50581,15.5,1486,0.02937862043059647,304,0.006010161918506949,151,2.517
Minecraft Mansion Timelapse - (2014-02-22),Minecraft Mansion Timelapse,2014-02-22,2014-02-22 18:51:15,3258,549402,168.6,18159,0.033052300501272294,2320,0.004222773124233257,302,5.033
Top 5 NON-COPYRIGHTED Songs!!!!! - (2014-02-17),Top 5 NON-COPYRIGHTED Songs!!!!!,2014-02-17,2014-02-17 15:30:02,3263,79662,24.4,2494,0.03130727322939419,484,0.006075669704501519,204,3.4
Vanoss vs Speedy! Which is better? - (2014-02-16),Vanoss vs Speedy! Which is better?,2014-02-16,2014-02-16 15:13:22,3264,83986,25.7,2012,0.02395637368132784,886,0.010549377277165243,187,3.117
I Hate Pewdiepie!!!!! - (2014-01-31),I Hate Pewdiepie!!!!!,2014-01-31,2014-01-31 19:16:57,3280,2768428,844.0,224052,0.08093112770135254,15512,0.005603179855138006,126,2.1
Does Spam Work????? - (2014-01-20),Does Spam Work?????,2014-01-20,2014-01-20 18:41:17,3291,240955,73.2,4876,0.020236143678280177,666,0.002764001577057957,255,4.25
100th VIDEO SPECIAL! - (2014-01-19),100th VIDEO SPECIAL!,2014-01-19,2014-01-19 20:17:01,3292,248859,75.6,9824,0.03947616923639491,1273,0.005115346441157443,284,4.733
The Vortex SMP Episode 1! Just Derping Around and Explaining Things. - (2014-01-17),The Vortex SMP Episode 1! Just Derping Around and Explaining Things.,2014-01-17,2014-01-17 21:49:24,3294,72045,21.9,2358,0.03272954403497814,344,0.00477479353182039,1519,25.317
Has Youtube Met Its Match????? - (2014-01-11),Has Youtube Met Its Match?????,2014-01-11,2014-01-11 20:25:53,3300,51664,15.7,1378,0.026672344379064725,234,0.0045292660266336325,164,2.733
How Much Money Does Pewdiepie Make????? (Updated 2015) - (2014-01-11),How Much Money Does Pewdiepie Make????? (Updated 2015),2014-01-11,2014-01-11 15:31:34,3300,987212,299.2,18960,0.01920560122851019,1707,0.0017291118827566926,250,4.167
"Battle Pirates, my base. - (2013-12-31)","Battle Pirates, my base.",2013-12-31,2013-12-31 09:48:55,3311,39194,11.8,1152,0.029392253916415777,277,0.007067408276777058,176,2.933
"Battle Pirates, Hellstrike Base attack. - (2013-12-29)","Battle Pirates, Hellstrike Base attack.",2013-12-29,2013-12-29 17:22:57,3313,34496,10.4,1082,0.03136595547309833,280,0.008116883116883116,172,2.867
"Battle Pirates, Unstoppable Ship! - (2013-12-29)","Battle Pirates, Unstoppable Ship!",2013-12-29,2013-12-29 16:05:08,3313,29081,8.8,1270,0.043671125477115644,590,0.020288160654723015,133,2.217
Best Hellstrike Build???? (Battle Pirates) - (2013-12-29),Best Hellstrike Build???? (Battle Pirates),2013-12-29,2013-12-29 12:10:57,3313,29049,8.8,942,0.03242796653929567,356,0.012255155082791146,97,1.617
"Marauder Builds, Battle Pirates In Depth Builds. - (2013-12-29)","Marauder Builds, Battle Pirates In Depth Builds.",2013-12-29,2013-12-29 11:20:05,3313,29087,8.8,1263,0.04342145975865507,543,0.018668133530443155,186,3.1
"Battle pirates, How To Auto Lvl 40 Salvages. - (2013-12-28)","Battle pirates, How To Auto Lvl 40 Salvages.",2013-12-28,2013-12-28 19:32:15,3314,31322,9.5,1189,0.03796053891833216,391,0.012483238618223614,78,1.3
