Title and Day Published,Title,Publish Date,Publish Time (EST),Days Since Published,Views,Views per Day,Likes,Like to View Ratio,Comments,Comment to View Ratio,Duration in Seconds,Duration in Minutes
I Made a 100 Player Skyblock Challenge! - (2020-09-16),I Made a 100 Player Skyblock Challenge!,2020-09-16,2020-09-16 14:20:18,847,50228531,59301.7,880305,0.017525995335201022,30195,0.0006011523609957854,687,11.45
"Minecraft, But Everything is 100x Faster! - (2020-09-12)","Minecraft, But Everything is 100x Faster!",2020-09-12,2020-09-12 12:33:15,851,43334350,50921.7,725178,0.016734484306329737,30217,0.0006972990249074926,621,10.35
I Installed The GTA V Chaos Mod! - (2020-09-09),I Installed The GTA V Chaos Mod!,2020-09-09,2020-09-09 13:00:19,854,53650153,62822.2,915404,0.017062467650371844,31357,0.0005844717721494661,638,10.633333333333333
I Made My Own Country In Minecraft! - (2020-09-07),I Made My Own Country In Minecraft!,2020-09-07,2020-09-07 13:01:14,856,40197029,46959.1,748612,0.018623565438132254,27704,0.0006892051648891762,603,10.05
The World's Hardest Video Game! - (2020-09-04),The World's Hardest Video Game!,2020-09-04,2020-09-04 13:32:50,859,51613103,60085.1,1120313,0.02170598035928977,52074,0.0010089298448109193,615,10.25
The Ultimate GTA V Stunt Race! - (2020-09-02),The Ultimate GTA V Stunt Race!,2020-09-02,2020-09-02 13:00:32,861,63812510,74114.4,942878,0.014775754785386126,32908,0.0005156982541511061,622,10.366666666666667
I Made a 100 Island Building Competition! - (2020-08-31),I Made a 100 Island Building Competition!,2020-08-31,2020-08-31 13:34:39,863,63224439,73261.2,1186014,0.01875879041014504,44932,0.000710674554186238,678,11.3
"$100,000 Dream vs Technoblade Duel! - (2020-08-29)","$100,000 Dream vs Technoblade Duel!",2020-08-29,2020-08-29 13:00:12,865,36216994,41869.4,1698564,0.04689964053891386,463766,0.012805204098385415,864,14.4
Can You Beat Fall Guys Without Jumping?! - (2020-08-26),Can You Beat Fall Guys Without Jumping?!,2020-08-26,2020-08-26 12:11:37,868,40071589,46165.4,962922,0.024030042831593226,41456,0.001034548442788231,644,10.733333333333333
Can You Survive The Massive Tsunami? - (2020-08-24),Can You Survive The Massive Tsunami?,2020-08-24,2020-08-24 12:17:20,870,37982652,43658.2,907083,0.023881507799929293,34749,0.0009148650283819044,703,11.716666666666667
Steal It & I'll Buy You a Real Diamond! - (2020-08-21),Steal It & I'll Buy You a Real Diamond!,2020-08-21,2020-08-21 12:19:34,873,23590050,27021.8,687901,0.02916064188079296,34586,0.0014661266084641618,658,10.966666666666667
